语例ID,主语(目标域),谓语(源域),谓语中心词,主语中心词,源域,源域名称,目标域,目标域名称,映射方向,映射方向标签,CFMC源域频次,C_entrench,BCC词频,L_entrench,余弦相似度,Sem_dist,修饰成分,Con_cue,D_reg客观基线,D_trans客观基线,CA客观基线,CA基线等级
xb_02516,那电梯,废品,废品,电梯,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02517,知识分子,社会的精英,精英,知识分子,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02518,他,个正直善良的好人,好人,他,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02519,那,他的污点,污点,那,MR,机器,AB,抽象,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02520,种悲惨处境,不兼容的,兼容,处境,AB,抽象,ST,结构,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02521,您老人家,老公安,公安,老人家,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02522,真正的诗人,捣蛋鬼,鬼,诗人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02523,而这一切,我的主意,主意,这一切,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02524,修整自己的家,人们的天性,天性,家,TH,思维,EV,事件,4,抽象→具体,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02525,这个黑胖子,虬髯公,公,黑胖子,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02526,人,世界上最好的东西,东西,人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02527,严肃文学,一种游戏,游戏,文学,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02528,渎神,罪名,罪名,渎神,AB,抽象,EV,事件,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02529,他,在装骚鞑子,装骚,他,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02530,这,一种简单的逻辑,逻辑,这,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02531,人有兄长,好的,好的,兄长,MR,机器,ST,结构,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02532,这种价值判断,颂扬的工具，也是杀戮的工具,工具,判断,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02533,地主的儿子,地主,地主,儿子,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02534,细高挑,种极美丽的身材,身材,高挑,BD,建筑,BD,建筑,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02535,宋明理学,例子,例子,理学,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02536,学生,穷人中最趾高气扬的一种,穷人,学生,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02537,职业,绅士,绅士,职业,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02538,说一个人是学院派,一种赞誉,赞誉,学院派,AB,抽象,EV,事件,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02539,干什么,乱七八糟,乱七八糟,干什么,ST,结构,EV,事件,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_02540,这个例子,要说明,说明,例子,HM,人体,AB,抽象,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02541,政治,经济的集中表现,表现,政治,EC,经济,SC,社会,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02542,杭州,佛地,佛地,杭州,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02543,好人打好人,误会,误会,打好人,TH,思维,EV,事件,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02544,坏人打好人,好人光荣,好人,好人,MR,机器,EV,事件,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02545,好人打坏人,活该,活该,人,MR,机器,EV,事件,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02546,冯老师,第一个吃螃蟹的人,人,冯,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02547,我,站在巨人的肩膀上,站在,我,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02548,人生,那么回事,事,人生,AB,抽象,LF,光线,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02549,这坏点子,于观出的,观出,点子,HM,人体,TH,思维,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02550,我们的祖国,花园,花园,祖国,SP,空间,SC,社会,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02551,好的家庭,天堂,天堂,家庭,SP,空间,SC,社会,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02552,坏的家庭,地狱,地狱,家庭,SP,空间,SC,社会,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02553,我们俄罗斯的姑娘,世界上最漂亮的姑娘,姑娘,姑娘,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02554,郭轸,空军的遗族,遗族,郭轸,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02555,她们两人,九天妖女白虎星转世,转世,人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02556,腕子,又粗又有力气,力气,腕子,ST,结构,BD,建筑,4,抽象→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_02557,游戏,英国教育中最重要的一部,教育,游戏,AB,抽象,HM,人体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02558,她,最好的妈妈,妈妈,她,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02559,这,我的坟墓,坟墓,这,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02560,家,他的堡垒,堡垒,家,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02561,李空山,祸首,祸首,李空山,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02562,我的嘴,我的机关枪,机关枪,嘴,WR,战争,BD,建筑,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_02563,北平人,爱看热闹的,爱,北平人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02564,那点白面,宝贝,宝贝,白面,OB,物体,FD,食物,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02565,这些怪物,巡警中的盐,盐,怪物,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02566,留学生,学问有余，而办事的能力不足,能力,留学生,ST,结构,HM,人体,4,抽象→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_02567,我的希望,初月的光,光,希望,NT,自然,EM,情感,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02568,儿子,傻子,傻子,儿子,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02569,毛毛虫,大学毕业,大学,毛毛虫,HM,人体,HM,人体,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02570,姑母,爆竹脾气,脾气,姑母,TH,思维,HM,人体,4,抽象→具体,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02571,女子,头脑简单的动物,动物,女子,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02572,少爷,废物,废物,少爷,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02573,这位乳娘,鬼中之一,之一,乳娘,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02574,我们此处的风潮,另有风味的,风味,风潮,ST,结构,EV,事件,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_02575,那,饮鸩止渴,饮鸩止渴,那,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02576,小鸡,命,命,小鸡,LV,生命,LV,生命,4,抽象→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02577,咱们,被钱管着的万物之灵,万物之灵,咱们,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02578,历史,伟人的历史,历史,历史,TM,时间,AB,抽象,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_02579,大清国,皇上的,皇上,大清国,HM,人体,SC,社会,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02580,第一,无论春夏秋冬闰月不准学生开教室的窗户,窗户,第一,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02581,所谓好汉,胳膊粗，力气大，蛮不讲理,力气,好汉,ST,结构,HM,人体,1,具体→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_02582,朋友；事情,朋友；事情,事情,事情,HM,人体,TH,思维,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02583,命,钉,钉,命,OB,物体,LV,生命,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02584,皮肤黑了,成绩,成绩,皮肤,AB,抽象,ST,结构,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02585,自己,疯了,疯了,自己,TH,思维,HM,人体,4,抽象→具体,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02586,这,你的金蛋,金蛋,这,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02587,"""地母""的语言",蟠桃的芽,芽,语言,LV,生命,CM,通讯,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02588,人世,春天,春天,人世,TM,时间,SC,社会,2,具体→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_02589,我们的爱情,建筑在彼此的思想，工作，以及人格上,工作,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02590,父亲,穷人,穷人,父亲,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02591,城市,令人窒息的混凝土、钢铁、玻璃的坟墓,坟墓,城市,OB,物体,SP,空间,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02592,我妻子,美德的园地,园地,妻子,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02593,女人的儿子,男人的影子,影子,儿子,NT,自然,HM,人体,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02594,这口井,赌场,赌场,井,SP,空间,OB,物体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02595,摩格尔的灵魂,面包,面包,灵魂,FD,食物,EM,情感,2,具体→抽象,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_02596,中国的艺术,太阳神的艺术,艺术,艺术,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02597,艺术家,国家的财富,财富,艺术家,EC,经济,HM,人体,4,抽象→具体,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02598,卡斯特利奥的葬礼,道德的胜利,胜利,葬礼,MR,机器,EV,事件,4,抽象→具体,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02599,文章,小道,小道,文章,TR,交通,AB,抽象,2,具体→抽象,41,0.5276,,,,,,,0.211,,0.1161,1
xb_02600,灾难,晦光四射的,晦光,灾难,SN,感知,EV,事件,3,抽象→抽象,146,0.7044,,,,,,,0.2818,,0.155,1
xb_02601,在愚昧无知的人面前讨论医术,对牛弹琴,对牛弹琴,医术,HM,人体,EV,事件,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02602,国王,世间的上帝,上帝,国王,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02603,欲望,囚徒的头号敌人,敌人,欲望,HM,人体,EM,情感,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02604,拥有这本书,最大的罪过,罪过,本书,MR,机器,EV,事件,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02605,吃,愚蠢的,愚蠢,吃,TH,思维,EV,事件,4,抽象→具体,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02606,生命,梦,梦,生命,TH,思维,LF,光线,2,具体→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02607,年轻,可爱的,可爱,年轻,MR,机器,ST,结构,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02608,财富,命运的包袱,包袱,财富,OB,物体,EC,经济,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02609,真理,财产,财产,真理,EC,经济,TH,思维,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02610,音乐,慰藉,慰藉,音乐,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_02611,男人,利益和野心的动物,动物,男人,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02612,楚歌,雨,雨,楚歌,NT,自然,SN,感知,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02613,白日,烟,烟,白日,OB,物体,NT,自然,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02614,灵魂,统治者,统治者,灵魂,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02615,投机奸商,吸血鬼,吸血鬼,投机,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02616,海洋,宝库,宝库,海洋,OB,物体,NT,自然,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02617,作品,生命,生命,作品,LV,生命,AB,抽象,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02618,人,铁,铁,人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02619,算命的人,江湖,江湖,人,SC,社会,HM,人体,1,具体→具体,81,0.622,,,,,,,0.2488,,0.1369,1
xb_02620,强权,公理,公理,强权,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02621,全身,宝,宝,全身,OB,物体,BD,建筑,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02622,二太太,狐狸精,精,太太,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02623,神枪手,用子弹喂出来的,子弹,神枪手,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02624,天下,洋人的,洋人,天下,HM,人体,SC,社会,3,抽象→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02629,爱情,罪过,罪过,爱情,MR,机器,EM,情感,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02630,原子弹,罪恶,罪恶,原子弹,MR,机器,OB,物体,4,抽象→具体,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02631,画家,艺术的向导者,向导者,画家,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02632,人间正道,沧桑,沧桑,正道,TM,时间,AB,抽象,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_02633,我唯一的敌人,仪表板上的时钟,时钟,敌人,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02634,人,万物的尺度,尺度,人,AB,抽象,HM,人体,4,抽象→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02637,苹果,水果中的贵族,贵族,苹果,HM,人体,FD,食物,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02638,喇叭花,女性生殖器的象征,象征,喇叭,AB,抽象,LV,生命,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02639,国家,法律用暴力书写的实体,实体,国家,AB,抽象,SC,社会,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02640,坟墓,家园,家园,坟墓,SP,空间,OB,物体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02641,宗教,共同的祖国,祖国,宗教,SC,社会,AB,抽象,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_02642,未来的世界,银子的,银子,世界,EC,经济,SC,社会,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02643,爸爸,魔鬼,魔鬼,爸爸,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02644,想象力,人类自身,人类,想象力,HM,人体,TH,思维,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02645,废墟,归宿,归宿,废墟,SP,空间,OB,物体,4,抽象→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02646,灵魂,运动的源泉,源泉,灵魂,NT,自然,AB,抽象,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02647,酒,耶和华的血液,血液,酒,BD,建筑,FD,食物,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02648,爱情,上帝赐予的礼物,礼物,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02649,界岭的雪,世界上最纯洁的,世界,雪,MR,机器,NT,自然,4,抽象→具体,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02650,婚姻,终身大事,终身大事,婚姻,EV,事件,SC,社会,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_02651,这些红圈,铁肺,铁肺,红圈,MC,医疗,OB,物体,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_02652,你的心,铁打冰铸的,的,心,OB,物体,BD,建筑,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02653,钱,人世间最脏的东西,东西,钱,OB,物体,EC,经济,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02654,魔鬼,上帝的黑夜,黑夜,魔鬼,TM,时间,HM,人体,1,具体→具体,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_02655,权力,集体的,集体,权力,SC,社会,AB,抽象,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_02656,声誉,爱情,爱情,声誉,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_02657,床,女人的地盘,地盘,床,SP,空间,OB,物体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02658,废墟,课本,课本,废墟,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02659,财富,人类思想力的结晶,结晶,财富,OB,物体,EC,经济,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02660,学问,光明,光明,学问,SN,感知,TH,思维,2,具体→抽象,146,0.7044,,,,,,,0.2818,,0.155,1
xb_02661,家,炊具、棒针、拖把和四堵挡风的墙,墙,家,OB,物体,SC,社会,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02662,小的,国家养的一条狗,狗,小的,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02663,山,地的乳头,乳头,山,BD,建筑,NT,自然,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_02664,酒,梦的母亲,母亲,酒,HM,人体,FD,食物,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02665,酒,国家机器的润滑剂,润滑剂,酒,OB,物体,FD,食物,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02666,孩子,家中的客人,客人,孩子,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02667,学问,光明,光明,学问,SN,感知,TH,思维,2,具体→抽象,146,0.7044,,,,,,,0.2818,,0.155,1
xb_02668,文学,流亡者的巨大医院,医院,文学,MC,医疗,AB,抽象,2,具体→抽象,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_02669,女孩,麻雀,麻雀,女孩,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02670,美,真理的光,光,美,SN,感知,AB,抽象,2,具体→抽象,146,0.7044,,,,,,,0.2818,,0.155,1
xb_02671,游泳池,惟一的避难所,避难所,游泳池,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02672,女人,魔鬼的器皿,器皿,女人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02673,食道,橡胶管做的,橡胶,食道,OB,物体,BD,建筑,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02674,有学问的人,瞎子,瞎子,人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02675,夜雨,行旅的大敌,大敌,夜雨,HM,人体,NT,自然,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02676,天鹅,美的主人,主人,天鹅,HM,人体,LV,生命,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02677,银钱,催命鬼,鬼,银钱,HM,人体,EC,经济,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02678,中国物理,阴阳,阴阳,物理,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_02679,名节,妇人最大的遗产,遗产,名节,EC,经济,MR,机器,3,抽象→抽象,129,0.6871,,,,,,,0.2748,,0.1512,1
xb_02680,人,动物的神,神,人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02681,身躯,肉体海绵,海绵,身躯,OB,物体,BD,建筑,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02682,圣餐,教会的午饭,午饭,圣餐,FD,食物,FD,食物,2,具体→抽象,46,0.5435,,,,,,,0.2174,,0.1196,1
xb_02683,肉欲,艺术的酵母,酵母,肉欲,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02684,白杨树,啄木鸟的作坊,作坊,白杨树,SP,空间,LV,生命,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_02685,爱情,罪恶,罪恶,爱情,MR,机器,EM,情感,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_02686,人,鱼,鱼,人,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02687,水,万物之源,源,水,NT,自然,NT,自然,4,抽象→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02688,眼睛,灵魂的窗户,窗户,眼睛,OB,物体,BD,建筑,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02689,爱情,人生的根本,根本,爱情,AB,抽象,EM,情感,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02690,男人,马,马,男人,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_02691,文字,糟粕之糟粕,糟粕,文字,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02692,麦子,金发女神塞蕾丝馈赠给人们的丰厚礼物,礼物,麦子,OB,物体,FD,食物,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02693,梦想,女人最重要的消费品,消费品,梦想,OB,物体,TH,思维,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_02694,帝国主义,资本主义的最高阶段,阶段,帝国主义,AB,抽象,SC,社会,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02695,魔鬼,荣誉职位,职位,魔鬼,SC,社会,HM,人体,4,抽象→具体,81,0.622,,,,,,,0.2488,,0.1369,1
xb_02696,钱,大水淌来的,淌来,钱,NT,自然,EC,经济,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_02697,眼泪,气泡,气泡,眼泪,OB,物体,BD,建筑,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02698,水泥和饥饿天使,同谋犯,同谋犯,天使,HM,人体,AB,抽象,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02699,力气,越用越多,用,力气,ST,结构,FC,力量,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_02700,性冲动,强大的,强大,性冲动,ST,结构,EM,情感,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_02701,老三,英雄,英雄,老三,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_02702,女人,魔鬼的器皿,器皿,女人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02703,风,最坏的东西,东西,风,AB,抽象,NT,自然,1,具体→具体,515,0.8817,,,,,,,0.3527,,0.194,1
xb_02704,眼睛,心灵的窗户,窗户,眼睛,OB,物体,BD,建筑,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_02705,时间,最好的医生,医生,时间,HM,人体,TM,时间,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
