语例ID,主语(目标域),谓语(源域),谓语中心词,主语中心词,源域,源域名称,目标域,目标域名称,映射方向,映射方向标签,CFMC源域频次,C_entrench,BCC词频,L_entrench,余弦相似度,Sem_dist,修饰成分,Con_cue,D_reg客观基线,D_trans客观基线,CA客观基线,CA基线等级
xb_04050,媒介,讯息,讯息,媒介,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04051,EM,神,神,EM,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04052,男人没钱,垃圾,垃圾,男人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04053,情,因,因,情,AB,抽象,EM,情感,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04054,爱,果,果,爱,AB,抽象,EM,情感,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04055,笑容,心胸,心胸,笑容,MR,机器,SN,感知,2,具体→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_04056,Dota,小三,小三,Dot,HM,人体,OB,物体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04057,MJ,神,神,MJ,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04058,公司,坛城,坛城,公司,SP,空间,SC,社会,4,抽象→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04059,文件,经典,经典,文件,TH,思维,OB,物体,2,具体→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04060,同事,菩萨,菩萨,同事,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04061,X,世界上最能代表悲伤的字母,字母,X,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04062,2G,刀剑,刀剑,2G,WR,战争,AB,抽象,4,抽象→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_04063,C.C,痛苦的,痛苦,C,EM,情感,HM,人体,2,具体→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04064,观音,官印,官印,观音,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04065,牛B,单恋,单恋,牛B,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04066,SB,两情相悦,相悦,SB,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04067,他人,地狱,地狱,他人,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04068,UFO,飞人,飞人,UFO,HM,人体,OB,物体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04069,孩子的问题,父母的问题,问题,问题,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04070,WIND,富四代,富,WIND,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04071,暖心,舒心,舒心,暖心,EM,情感,EM,情感,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04072,他人,地狱,地狱,他人,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04073,LV,奢侈品,奢侈品,LV,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04074,爱情,生活必需品,必需品,爱情,OB,物体,EM,情感,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04075,TOP,真爷们儿,们儿,TOP,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04076,我,火星来的,火星,我,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04077,KPI,手段,手段,KPI,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04078,世界,苍老,苍老,世界,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04079,百姓,人民,人民,百姓,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04080,礼仪,制度,制度,礼仪,SC,社会,SC,社会,3,抽象→抽象,81,0.622,,,,,,,0.2488,,0.1369,1
xb_04081,网龄,Q龄,Q龄,网龄,TM,时间,TM,时间,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_04082,世间,清静,清静,世间,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04083,心,解脱,解脱,心,ST,结构,AB,抽象,2,具体→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04084,国人,罪人,罪人,国人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04085,爱,奢侈品,奢侈品,爱,OB,物体,EM,情感,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04086,执行力,竞争力,竞争力,执行力,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04087,操蛋,善良,善良,操蛋,MR,机器,AB,抽象,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_04088,O,世界上最能代表幸福的字母,字母,O,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04089,X,世界上最能代表悲伤的字母,字母,X,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04090,成就他人,成就自己,成就,成就,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04091,dota,正房,正房,dota,HM,人体,OB,物体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04092,期末考,小三,小三,期末,HM,人体,EV,事件,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04093,纪实,汉奸,汉奸,纪实,HM,人体,TH,思维,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04094,逢考必A,命运石之门的选择,选择,逢,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04095,战争,和平,和平,战争,ST,结构,EV,事件,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04096,自由,奴役,奴役,自由,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04097,TBBT,理工科宅男的写照,男的,TBBT,TH,思维,OB,物体,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04098,已婚CODY,好CODY,CODY,CODY,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04099,加V,脑残的标志,标志,加V,AB,抽象,EV,事件,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04100,他人,地狱,地狱,他人,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04101,SUJU,世界,世界,SUJU,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04102,整天对着弟弟YY,病,病,YY,ST,结构,EV,事件,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04103,生命,一根幹骨,幹骨,生命,BD,建筑,AB,抽象,4,抽象→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_04104,生命,一個歡舞,歡舞,生命,EV,事件,AB,抽象,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04105,HARRYWINSTON,王道,王道,NSTON,AB,抽象,OB,物体,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04106,DANCE,世界共同的语言,语言,E,TH,思维,EV,事件,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04107,ATO,良心,良心,ATO,MR,机器,AB,抽象,3,抽象→抽象,123,0.6804,,,,,,,0.2722,,0.1497,1
xb_04108,名人,榜样,榜样,名人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04109,CEO,浮云,浮云,CEO,NT,自然,AB,抽象,4,抽象→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04110,国人,罪人,罪人,国人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04111,LOLI,浮云,浮云,LOLI,NT,自然,HM,人体,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04112,商场,战场,战场,商场,SP,空间,SC,社会,4,抽象→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04113,psvita,个淫荡的机器,机器,psvita,MC,医疗,OB,物体,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_04114,AKB,人海战术,战术,AKB,EV,事件,HM,人体,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04115,ella,表情帝,表情帝,ella,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04116,MAMA,垃圾,垃圾,MAMA,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04117,政府,人民的仆人,仆人,政府,HM,人体,SC,社会,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04118,产品,灵魂,灵魂,产品,AB,抽象,OB,物体,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04119,内疚,维系感情的最好方法,方法,内疚,AB,抽象,EM,情感,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04120,心佛,佛,佛,心佛,HM,人体,AB,抽象,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04121,GPA,浮云,浮云,GPA,NT,自然,AB,抽象,4,抽象→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04122,Amy,亮点,亮点,Amy,AB,抽象,HM,人体,2,具体→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04123,党,人民,人民,党,HM,人体,SC,社会,4,抽象→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04124,爱情,奢侈品,奢侈品,爱情,OB,物体,EM,情感,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04125,世界,苍老,苍老,世界,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04126,环境,心境,心境,环境,EM,情感,AB,抽象,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04127,你,炮,炮,你,WR,战争,HM,人体,1,具体→具体,198,0.7472,,,,,,,0.2989,,0.1644,1
xb_04128,YY,病,病,YY,ST,结构,EV,事件,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04129,BACCANO,神作,神作,BACCANO,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04130,sense,真的很棒,棒,sense,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04131,没3g的iPad,垃圾,垃圾,iPad,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04132,ELF,首位的,首位,ELF,ST,结构,HM,人体,2,具体→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04133,我和SINGO,菜市场的阿姨,阿姨,NGO,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04134,为商,为人,为人,为商,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04135,CCTV,党的喉舌,喉舌,CCTV,BD,建筑,OB,物体,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_04136,上班,件令人愉快的事情,事情,上班,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04137,骨子里,一条斑条,斑条,骨子里,LV,生命,MR,机器,4,抽象→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04138,人,咖啡豆研磨机,研磨机,人,MC,医疗,HM,人体,1,具体→具体,32,0.4936,,,,,,,0.1974,,0.1086,1
xb_04139,**表语** (predicate): 段困难的时期,未标注表语,标注,表语,TM,时间,TM,时间,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_04140,哲学,世界精神的镜子,镜子,哲学,OB,物体,AB,抽象,4,抽象→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04141,这,只神鹿,神鹿,这,LV,生命,LV,生命,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04142,小的,冤枉,冤枉,小的,ST,结构,HM,人体,4,抽象→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04143,世,猫,猫,世,LV,生命,AB,抽象,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04144,这,个肉神,肉神,这,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04145,他,一颗学界新星,新星,他,NT,自然,HM,人体,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04146,国人,罪人,罪人,国人,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04147,GAY,病,病,GAY,ST,结构,SC,社会,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04148,B,多啦A梦的口袋,口袋,B,OB,物体,AB,抽象,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04149,LV,奢侈品,奢侈品,LV,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04150,爱情,必须品,品,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04151,CSR,企业和社会的新交叉点,交叉点,CSR,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04152,谁,孙子,孙子,谁,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04153,网银,SHI,SHI,网银,OB,物体,AB,抽象,3,抽象→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04154,官方的GDP,官员在家里填出来的,家里,GDP,EV,事件,AB,抽象,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04155,msn/qq,动物,动物,qq,LV,生命,AB,抽象,2,具体→抽象,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04156,大自然,一位温和的向导,向导,大自然,HM,人体,NT,自然,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04157,诗,经验,经验,诗,TH,思维,AB,抽象,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04158,犹太人,本着这个想法来杀害基督教徒的男孩儿的,男孩儿,犹太人,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04159,世界的尽头,它们自然的边界,边界,尽头,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04160,[省略，语境回指人物],个冤死鬼,鬼,省略,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04161,一个优秀的科学家,一个探寻大自然奥秘的人,人,科学家,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04162,人家,苏联英雄,英雄,人家,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04163,这,英国人的鬼魂,鬼魂,这,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04164,这里,专司男女情爱的,情爱,这里,EV,事件,SP,空间,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04165,这,战后最大的历史转折点,转折点,这,TM,时间,EV,事件,3,抽象→抽象,40,0.5242,,,,,,,0.2097,,0.1153,1
xb_04166,起初犯人几乎觉得,一阵轻松,轻松,犯人,ST,结构,EM,情感,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04167,流出来的,真泪,真泪,流,BD,建筑,BD,建筑,1,具体→具体,221,0.7626,,,,,,,0.3051,,0.1678,1
xb_04168,大侦探,举世家喻户晓的人物,人物,侦探,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04169,一副黄牙,吴为不得不日夜面对的景物,景物,副黄牙,NT,自然,BD,建筑,1,具体→具体,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04170,爵士乐,美国对20世纪音乐的一大贡献,贡献,爵士乐,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04171,轻松愉快完成的事,真正的德操要完成的事,事,事,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04172,她,个瞎眼儿,瞎眼儿,她,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04173,大众接在手里看,日本对中国提出的二十一条件的,条件,手里,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04174,这个称呼,最美丽的,美丽,称呼,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04175,什么,沧海桑田,沧海桑田,什么,NT,自然,AB,抽象,3,抽象→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04176,第二天早晨的黎明,令人沮丧,人,黎明,EM,情感,TM,时间,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04177,圣乔治,神话中的战神,战神,圣乔治,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04178,共产党,人精,人精,共产党,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04179,这,拜伦一生中所铸的最大的错误,错误,这,AB,抽象,EV,事件,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04180,第三卷,一部由五个'声部'组成的,部',卷,OB,物体,OB,物体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
xb_04181,毛主席,毛主席,主席,主席,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04182,色,空,空,色,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04183,咱们的家,一个玩儿的地方,地方,家,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04184,爱情,桃花,桃花,爱情,NT,自然,EM,情感,2,具体→抽象,184,0.7369,,,,,,,0.2948,,0.1621,1
xb_04185,世界,大的,大的,世界,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04186,人们,可怖的,可怖,人们,ST,结构,SC,社会,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04187,这,这个动物无可奈何处,动物,这,ST,结构,AB,抽象,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04188,主妇朱丽亚、女仆安托尼亚,一对可怜虫,可怜虫,安托尼亚,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04189,母亲的心,拴在儿女身上的,拴,心,EV,事件,EM,情感,2,具体→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04190,山下,另外一个世界,世界,山下,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04191,角瑞,麒麟的一种,麒麟,角瑞,LV,生命,LV,生命,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04192,他们,一群大吵大嚷的人,人,他们,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04193,我叔叔,'咸鱼大王',大王,叔叔,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04194,对小模型的爱好,崇尚秩序的人的特征,特征,爱好,ST,结构,EM,情感,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04195,话语,妙语连珠,连珠,话语,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04196,人,万物之灵,万物之灵,人,AB,抽象,HM,人体,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04197,我的悲哀,天鹅绒样的悲哀,悲哀,悲哀,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04198,童子,少年,少年,童子,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04199,他骨子里,一个'妓男','妓,骨子里,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04200,老二,个小丑,小丑,老二,HM,人体,SC,社会,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04201,你,这行里的状元,状元,你,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04202,传说,架通历史与文学的桥梁,桥梁,传说,OB,物体,AB,抽象,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04203,那些报道,一场噩梦,噩梦,报道,TH,思维,EV,事件,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04204,我'梁胆大',真心想害河西农民,农民,'梁,TH,思维,HM,人体,3,抽象→抽象,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04205,先生,位哲,位哲,先生,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04206,爱情,万恶之神,神,爱情,HM,人体,EM,情感,2,具体→抽象,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04207,爱情,助渗剂,助渗剂,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04208,中国,一派可怜景象,景象,中国,ST,结构,SC,社会,1,具体→具体,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04209,它,一个带病的美人,美人,它,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04210,果这办法,工程师独自一个人想出来的,人,办法,EV,事件,TH,思维,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04211,他的历史观,动态的,动态,历史观,ST,结构,TH,思维,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04212,人,不渴而饮，四季有性欲的动物,动物,人,LV,生命,HM,人体,1,具体→具体,263,0.7871,,,,,,,0.3148,,0.1732,1
xb_04213,你,那个恶名昭彰的-绅士大盗,大盗,你,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04214,我,害死了他,害死,我,EV,事件,HM,人体,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04215,这些人和那位真正大方的拉菲特,欧洲真正的主人,主人,拉菲特,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04216,绿叶的生与死,旋风的急骤的旋转,旋转,死,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04217,爱,一切自然颂歌的主题,主题,爱,AB,抽象,EM,情感,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04218,维纳斯,罗马神话里爱,神话,维纳斯,EM,情感,HM,人体,4,抽象→具体,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04219,格温普兰,一个艺术家,艺术家,格温普兰,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04220,理想的爱人,自己塑造成的幻影,幻影,爱人,TH,思维,HM,人体,4,抽象→具体,101,0.6529,,,,,,,0.2611,,0.1436,1
xb_04221,死,更丰富的生,生,死,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04222,尘世的快乐,虚假和瞬时的,虚假,快乐,ST,结构,EM,情感,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04223,浪漫主义运动,对启蒙运动缺失的人性和情感的一种反动,情感,运动,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04224,哲学,对智慧的爱,爱,哲学,EM,情感,TH,思维,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04225,历史,人类的一连串选择,选择,历史,EV,事件,EV,事件,3,抽象→抽象,121,0.6781,,,,,,,0.2713,,0.1492,1
xb_04226,爱情,必备品,必备品,爱情,OB,物体,EM,情感,2,具体→抽象,1192,1.0,,,,,,,0.4,,0.22,2
xb_04227,M,避风港,避风港,M,SP,空间,AB,抽象,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04228,Crush,大病了一场,大病,Crush,ST,结构,EM,情感,3,抽象→抽象,990,0.9738,,,,,,,0.3895,,0.2142,2
xb_04229,有我,苦,苦,有我,EM,情感,EM,情感,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04230,压力,动力,动力,压力,AB,抽象,AB,抽象,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04231,个人,世界,世界,个人,SP,空间,HM,人体,2,具体→抽象,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04232,他人,地狱,地狱,他人,SP,空间,HM,人体,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04233,ASOBIO,变化的化身,化身,ASOBIO,HM,人体,OB,物体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04234,BJD,情色的艺术,艺术,BJD,AB,抽象,OB,物体,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04235,孙海英老师,明白人,明白人,老师,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04236,达人,草根,草根,达人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04237,加V,名人,名人,加V,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04238,僵尸粉,群众演员,演员,粉,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04239,国人,罪人,罪人,国人,HM,人体,HM,人体,1,具体→具体,1099,0.9885,,,,,,,0.3954,,0.2175,2
xb_04240,智商,命运,命运,智商,AB,抽象,TH,思维,3,抽象→抽象,515,0.8817,,,,,,,0.3527,,0.194,1
xb_04241,他乡,故乡,故乡,他乡,SP,空间,SP,空间,1,具体→具体,203,0.7507,,,,,,,0.3003,,0.1652,1
xb_04242,暖气,幸福,幸福,暖气,EM,情感,OB,物体,3,抽象→抽象,134,0.6924,,,,,,,0.277,,0.1523,1
xb_04243,男人没钱,垃圾,垃圾,男人,OB,物体,HM,人体,1,具体→具体,1192,1.0,,,,,,,0.4,,0.22,2
